s1_duration_sec,s1_amplitude,s1_area,s2_duration_sec,s2_amplitude,s2_area,systole_duration_sec,diastole_duration_sec,label
0.131,0.110286358621666,0.00969677017053,0.1585,0.293990336750208,0.025453194749596,0.6475,0.9425,0
0.1415,0.213928177795919,0.017258797043197,0.145,0.257126263726948,0.020695192036891,1.0295,0.963,0
0.146,0.20374821983081,0.01908818988956,0.146,0.132963436347935,0.011370508516751,0.1725,0.1155,0
0.081,0.110695684612919,0.006228398764639,0.137,0.172634881237869,0.011878643672518,0.3635,0.2335,0
0.134,0.196446011818082,0.014534482261255,0.1515,0.289546735675447,0.021887389677097,0.6285,0.9915,0
0.066,0.118296183159214,0.006381316469719,0.141,0.238779111617398,0.021124318509921,0.1365,0.2925,0
0.1465,0.194446194808842,0.018708753445333,0.1465,0.153889239720774,0.010617980061321,0.1725,0.267,0
0.141,0.297863082726261,0.025946736829081,0.1465,0.185503686680293,0.018898132448921,0.588,0.57,0
0.1465,0.217406804956615,0.016850409475123,0.1465,0.309532048493008,0.024004454008738,0.183,1.211,0
0.1465,0.128880132888045,0.011533484202291,0.145,0.220520925885231,0.018250911495502,0.3585,0.5825,0
0.1265,0.224126246457745,0.01688981582161,0.0925,0.205094800922447,0.011860037972532,0.282,0.5275,1
0.1185,0.152990086225567,0.009795164354018,0.0765,0.187396768878804,0.010121068011775,0.31,0.554,1
0.1265,0.316147344214903,0.025847152219014,0.1245,0.151366143166944,0.009333414106611,0.5565,0.2825,1
0.1265,0.313502920684802,0.024829118280913,0.109,0.140735032312158,0.010428117950989,0.2745,0.4435,1
0.1215,0.27512155868854,0.016549290796833,0.097,0.177522833675617,0.011250208405183,0.2175,0.61,1
0.1265,0.213149521666808,0.017556109963974,0.1265,0.198837180872499,0.012047732244911,0.3655,0.2015,1
0.1205,0.169353705053803,0.010596067593834,0.1265,0.337705004385293,0.025383569897039,0.118,0.2325,1
0.1265,0.131789626682988,0.01301393070803,0.1265,0.189985338563583,0.014103886596417,0.5045,0.2155,1
0.239,0.458859048210963,0.035060437270871,0.2465,0.341225554223143,0.027758574188766,0.556,0.6015,0
0.243,0.189854332366271,0.018765208428076,0.2205,0.180602006257074,0.01435900546931,0.608,0.5885,0
0.2195,0.261746202796902,0.021085121396107,0.2465,0.355098286397853,0.02938837836385,0.611,0.61,0
0.2195,0.380028424745952,0.030551248624879,0.2465,0.217323202462891,0.01921568126082,0.58,0.5545,0
0.0525,0.117495422621429,0.004831888168954,0.1305,0.088674145474572,0.009046904481274,0.2055,0.2255,1
0.1185,0.153830116703287,0.014812172527873,0.1215,0.129973048324476,0.010997840101538,0.401,0.2305,1
0.0925,0.134198667923307,0.00858991998369,0.1205,0.29345060913303,0.020732760563088,0.4145,0.2235,1
0.12,0.205562914658948,0.017007523585516,0.122,0.114646187111739,0.008522394118719,0.2415,0.9305,1
0.1035,0.092058176914767,0.006761579515189,0.112,0.11228344093837,0.008680142146569,0.221,0.1645,1
0.1,0.166146366579311,0.010596100019151,0.125,0.200035336494037,0.01412141165833,0.516,0.7005,1
0.1225,0.185505770300486,0.015424073286361,0.123,0.131861593939006,0.009059553489757,0.248,0.706,1
0.1125,0.228264299903016,0.014456181959728,0.1125,0.11417276570758,0.007821043850062,0.196,0.3255,0
0.1125,0.217787331762214,0.015096012855199,0.1125,0.146733908876722,0.010552397557072,0.178,0.3195,0
0.1125,0.272106851412798,0.018036002623986,0.1125,0.089774958391175,0.006214427187385,0.177,0.3245,0
0.1125,0.138908499526024,0.009309471177091,0.1125,0.22161727845025,0.014082293097379,0.609,0.191,0
0.1125,0.11056703481014,0.007843358713356,0.1125,0.136838522399341,0.010443680750087,0.294,0.2245,0
0.1125,0.091516637539118,0.006769782422149,0.0755,0.151015726040327,0.007619203109201,0.3625,0.593,0
0.1125,0.197399176598681,0.013023002146606,0.1125,0.120415620096238,0.008443732637711,0.195,0.2985,0
0.1125,0.230739115138098,0.015176198464887,0.1125,0.092531135897885,0.006436787620034,0.208,0.2995,0
0.1125,0.237131060110421,0.014929142454052,0.1125,0.146934632328171,0.010013491213865,0.1975,0.2955,0
0.113,0.089937401016293,0.006509905853725,0.1135,0.192254321685868,0.013746718854361,0.409,0.251,0
0.105,0.137969524233182,0.008558333265428,0.117,0.233055987095104,0.016763563274431,0.37,0.2385,0
0.1255,0.215618099663526,0.016493620642011,0.109,0.230014287264952,0.016275244176689,0.405,0.2335,0
0.1185,0.148180282975566,0.011837036110107,0.119,0.210780248750413,0.018455224471044,0.4145,0.2045,0
0.1255,0.105212601081468,0.008159831225895,0.109,0.205491921264367,0.017155995055868,0.429,0.205,0
0.1255,0.220270776948799,0.017026348184796,0.1255,0.222849227041581,0.017983786373281,0.3985,0.211,0
0.1255,0.176016670046313,0.012796109658628,0.115,0.259740855341065,0.020367972851812,0.4055,0.21,0
0.123,0.161433367002059,0.011914226281918,0.12,0.240951394988679,0.018872474103655,0.3815,0.7275,0
0.0975,0.246126278213311,0.016152352307357,0.0975,0.164845603710583,0.01146225094464,0.115,0.2405,0
0.0975,0.265017069493408,0.01855395132284,0.097,0.146651776816646,0.010783958920886,0.404,0.161,0
0.0975,0.193935709228541,0.012267330056013,0.0975,0.235463915318413,0.015071850022557,0.213,0.1375,0
0.0975,0.094262453088599,0.005979363351293,0.0975,0.22090002647601,0.014644697260817,0.195,0.1585,0
0.0975,0.120622711067429,0.008246436527046,0.0975,0.173660066389745,0.010698081576503,0.4595,0.2215,0
0.0975,0.113522071133986,0.00697422852993,0.0975,0.24398996484562,0.016357622789085,0.4555,0.1465,0
0.0975,0.107560205742333,0.007257009125133,0.0975,0.284505053877962,0.020524113964069,0.249,0.4385,0
0.0975,0.247835912159477,0.017151687428389,0.0975,0.122323718929041,0.007515319667122,0.1545,0.255,0
0.0975,0.12272873190134,0.00835027623788,0.0975,0.15421227994752,0.013130303886401,0.4625,0.1545,0
0.0975,0.105780265072972,0.007168530696029,0.0975,0.257471131729483,0.019100383914996,0.242,0.4735,0
0.1145,0.175254449324749,0.013659895094186,0.098,0.086106166162581,0.006139233614229,0.106,0.161,0
0.1215,0.152999497129072,0.009807962110405,0.1375,0.074414989334438,0.005924654106237,0.582,0.723,0
0.108,0.055762813442385,0.003936879955888,0.1385,0.062947104467842,0.00441311212233,0.2055,0.4285,0
0.1385,0.077466795445819,0.006312959311543,0.1385,0.067214183332918,0.004636784033489,0.1825,0.478,0
0.1385,0.072936298281578,0.007294878040752,0.133,0.063647904199115,0.005574327234736,0.78,0.7965,0
0.086,0.099346112207284,0.006914800401951,0.1075,0.151800889548551,0.010964715962541,0.6475,0.785,0
0.124,0.16527124985507,0.016308976257086,0.1345,0.241195476476387,0.023337925442757,0.7355,0.791,0
0.1345,0.232612009162467,0.023723894531793,0.1345,0.126674137708539,0.009510654481709,0.207,0.428,0
0.1345,0.167633121978073,0.015748992214565,0.13,0.16773038859465,0.014193341313196,0.723,0.789,0
